x,y,bx,by,dxx,dxy,dyy,count
61.50,52.50,-0.1582,-0.3695,2.3589,-0.1497,1.3012,107
64.50,52.50,0.0372,0.6862,2.1121,-0.2668,1.2892,101
67.50,52.50,0.1794,1.2081,1.9781,-0.3500,1.1660,158
70.50,52.50,0.1452,0.9510,1.8666,-0.5336,1.1228,45
73.50,52.50,0.6469,-0.4761,2.1629,-0.7338,1.3458,118
76.50,52.50,1.0527,-0.5621,2.1684,-1.0006,1.8663,73
79.50,52.50,2.2437,-0.7475,2.1837,-1.0918,2.1686,44
82.50,52.50,1.9738,-0.8812,1.8027,-0.7216,2.1224,37
85.50,52.50,0.6044,-1.4645,1.6048,-0.1072,1.9652,48
88.50,52.50,-0.9778,0.5917,1.7268,-0.0041,1.8729,57
91.50,52.50,-1.3383,1.7381,1.8774,-0.0766,1.7038,43
94.50,52.50,-1.4799,1.0565,1.7158,-0.5771,2.3906,26
97.50,52.50,-1.8721,-0.2742,1.5249,-0.9978,2.4624,16
100.50,52.50,-0.3558,-0.1344,0.2967,-0.3563,4.5877,16
103.50,52.50,-0.2574,0.3020,0.2250,-0.2451,4.4915,992
1.50,55.50,-0.1408,-0.7076,0.3241,0.5229,3.1803,25
4.50,55.50,-0.1283,-0.2397,0.3299,0.4808,2.8941,5
7.50,55.50,-0.5497,1.0081,0.7033,0.3988,1.5676,27
10.50,55.50,0.0746,1.4662,0.9247,0.4775,1.9021,105
13.50,55.50,0.2030,0.5065,1.3122,0.5208,2.1267,49
16.50,55.50,0.3648,-0.2317,1.7434,0.6744,2.2051,68
19.50,55.50,0.3521,-0.6370,1.8179,0.6615,1.7593,76
22.50,55.50,0.5469,-0.4522,1.9601,0.5104,1.4429,127
25.50,55.50,0.8019,-0.0641,1.9826,0.2182,1.2409,64
28.50,55.50,0.6815,0.2066,2.1182,0.0797,1.4078,94
31.50,55.50,0.7912,0.5944,2.3148,0.0654,1.6531,151
34.50,55.50,0.6710,0.7513,2.2241,0.1207,1.5543,120
37.50,55.50,0.7590,1.0337,2.0342,0.1170,1.2379,126
40.50,55.50,0.2276,0.1476,0.8933,0.1024,0.6239,155
43.50,55.50,0.2494,-0.0928,0.8683,0.0948,0.6674,1887
46.50,55.50,0.2410,-0.3270,0.9515,0.0395,0.7053,94
49.50,55.50,0.0071,-0.8124,3.7528,1.9540,4.1363,96
52.50,55.50,-0.4649,-0.2993,3.7790,1.6771,3.8918,470
55.50,55.50,-0.6520,-0.5664,3.6082,1.6066,3.5642,138
58.50,55.50,-0.2926,-0.6853,2.7439,-0.0540,1.4157,142
61.50,55.50,0.1368,-0.8513,2.6816,-2.0143,7.2668,162
64.50,55.50,0.0799,0.0805,2.4280,-2.1168,7.3235,165
67.50,55.50,0.2732,0.3369,2.3424,-2.4025,7.7563,99
70.50,55.50,0.4315,0.5141,1.9040,-0.2764,0.8235,105
73.50,55.50,1.3957,-0.9849,2.1012,-0.4875,0.9866,87
76.50,55.50,1.4149,-0.5469,2.0831,-0.7790,1.3703,37
79.50,55.50,1.6398,-0.4673,2.2946,-0.7648,1.5162,58
82.50,55.50,1.0481,0.3698,2.0451,-0.4647,1.3653,13
85.50,55.50,-0.6685,0.3189,2.0761,0.0673,1.7439,26
88.50,55.50,-1.5095,1.0053,2.1004,0.1720,2.0118,34
91.50,55.50,-2.0720,1.8610,2.0050,0.1751,1.8312,78
94.50,55.50,-1.7682,0.5462,1.8894,-0.4452,2.5268,30
97.50,55.50,-1.6925,-0.1371,1.9274,-1.2037,2.8360,18
100.50,55.50,-0.2627,-0.4165,0.3702,-0.4054,4.8543,28
103.50,55.50,-0.1639,-0.0003,0.2493,-0.2583,4.6800,12
1.50,58.50,-0.1113,-0.9508,0.5095,-1.4634,16.6743,879
4.50,58.50,-0.1837,-0.6556,0.5228,-1.3126,15.3687,32
7.50,58.50,-1.0729,0.3456,1.0606,0.5439,1.3573,61
10.50,58.50,-0.4051,0.8444,1.0126,0.4420,1.7794,33
13.50,58.50,-0.0560,0.4269,1.2065,0.2586,1.7772,75
16.50,58.50,-0.0921,0.0557,1.5120,0.3600,1.8132,89
19.50,58.50,-0.3245,-0.4789,1.7057,0.3855,1.3758,64
22.50,58.50,-0.1589,-0.6926,2.0073,0.3631,1.3686,91
25.50,58.50,0.1553,-0.3608,2.2362,0.0665,1.1381,157
28.50,58.50,0.2801,0.2293,2.2860,-0.0838,1.2918,124
31.50,58.50,0.2850,0.6974,2.3106,-0.0097,1.3928,137
34.50,58.50,0.1786,0.6707,2.2364,0.1126,1.4006,155
37.50,58.50,0.4082,0.4972,1.7265,-0.1819,1.1566,248
40.50,58.50,0.2673,-0.0130,0.9277,-0.0970,0.6616,216
43.50,58.50,0.3402,-0.1175,0.9094,-0.1041,0.7166,137
46.50,58.50,0.2987,-0.2595,1.0062,-0.0028,0.6549,124
49.50,58.50,0.2992,-0.4312,3.8553,1.9596,4.0484,81
52.50,58.50,-0.1039,-0.0501,3.9851,1.8345,3.9029,136
55.50,58.50,-0.1691,-0.5106,3.8793,1.9187,3.7251,130
58.50,58.50,-0.2047,-0.8784,2.5608,0.0752,1.2120,136
61.50,58.50,0.1011,-0.9819,2.3884,-1.9043,7.0731,123
64.50,58.50,0.3136,-0.2483,2.2179,-2.0436,7.1667,433
67.50,58.50,0.6364,0.0830,2.3335,-2.3980,7.8745,139
70.50,58.50,1.0441,0.3092,2.2837,-0.1620,0.8651,110
73.50,58.50,0.9557,-0.7582,2.7655,-0.2694,1.0786,63
76.50,58.50,0.2608,-0.1352,2.9095,-0.3861,1.2467,43
79.50,58.50,-0.8851,0.3475,3.1640,-0.3467,1.2505,47
82.50,58.50,-2.5007,1.6822,2.6522,-0.0653,0.8910,38
85.50,58.50,-3.7066,2.0791,2.4452,0.1575,1.4085,48
88.50,58.50,-2.8077,1.5409,2.0017,0.1202,1.4064,58
91.50,58.50,-2.0445,1.4178,1.8651,0.1096,1.2894,29
94.50,58.50,-1.4871,-0.2777,1.8485,-0.3643,1.9703,55
97.50,58.50,-1.2900,-0.9620,2.2149,-0.9233,2.6366,35
100.50,58.50,-1.3396,-6.3398,2.4199,-1.5804,4.4052,15
103.50,58.50,-1.8717,-6.7599,2.4542,-1.0369,2.4042,11
1.50,61.50,-0.1299,-0.9147,0.4817,-1.5026,16.8299,596
4.50,61.50,-0.2217,-0.6895,0.5220,-1.3368,15.5744,53
7.50,61.50,-1.6483,-0.1904,1.2593,0.6591,1.4183,54
10.50,61.50,-0.2718,0.1543,0.3178,0.1245,0.5874,38
13.50,61.50,-0.1172,0.0393,0.3648,0.0701,0.6487,85
16.50,61.50,0.0340,0.1097,0.5084,0.0761,0.6807,74
19.50,61.50,0.1671,-0.2722,1.7136,0.1916,1.2284,107
22.50,61.50,-0.1626,-0.5620,2.1275,0.1405,1.1529,133
25.50,61.50,-0.5336,-0.3985,2.2496,0.0244,0.9322,78
28.50,61.50,-0.5723,0.1397,2.2867,-0.0775,1.0250,64
31.50,61.50,-0.2983,0.8483,2.3004,-0.0656,1.0665,146
34.50,61.50,-0.1510,0.6081,2.3451,0.0017,1.1358,130
37.50,61.50,0.0326,0.2887,1.6808,-0.2287,1.0191,54
40.50,61.50,0.1786,-0.1840,1.5927,-0.2164,1.0208,767
43.50,61.50,0.2217,-0.1990,1.5795,-0.2628,1.1090,174
46.50,61.50,0.3047,-0.3126,2.4997,-0.1341,1.2826,148
49.50,61.50,0.0246,0.0700,3.0862,-0.1720,1.3342,126
52.50,61.50,0.1023,0.3027,3.1773,-0.0908,1.2046,76
55.50,61.50,0.2105,-0.3985,2.8851,0.1290,1.0954,118
58.50,61.50,0.0090,-1.0704,2.4355,0.3410,1.1551,66
61.50,61.50,-0.1388,-1.2455,2.2403,-2.0991,7.8951,145
64.50,61.50,-0.2269,-0.5792,2.0861,-2.1253,7.6749,144
67.50,61.50,-0.1522,-0.1890,2.2596,-2.5098,8.3794,87
70.50,61.50,-0.1423,0.5739,2.2215,0.0099,0.7864,34
73.50,61.50,-0.2060,0.0251,1.1143,-0.0199,0.3694,70
76.50,61.50,-0.4081,0.2169,1.0642,-0.0423,0.3402,32
79.50,61.50,-0.6612,0.3121,1.0446,-0.0208,0.2599,51
82.50,61.50,-2.9695,1.7111,3.0079,0.1013,0.5488,27
85.50,61.50,-2.4443,1.4722,2.6635,0.1621,0.6894,24
88.50,61.50,-1.4929,0.9283,2.1240,0.1387,0.8081,26
91.50,61.50,-0.4981,0.5490,1.4393,0.0731,0.7127,93
94.50,61.50,-0.0246,-0.2998,0.5245,-0.0726,0.7141,41
97.50,61.50,0.0941,-0.4317,0.4051,-0.1066,0.7151,28
100.50,61.50,0.0704,-1.1945,0.2635,-0.1147,0.7733,6
103.50,61.50,0.2783,-13.2557,0.8932,0.0104,1.3342,6
1.50,64.50,0.2027,-0.6800,5.1358,-2.6896,10.6083,8
4.50,64.50,0.0654,-0.6083,4.9347,-2.5224,10.1425,0
7.50,64.50,-0.2172,-0.2187,6.5582,-2.4345,1.3296,20
10.50,64.50,-0.3439,-0.0065,0.3411,0.0314,0.4379,36
13.50,64.50,-0.2456,-0.0727,0.3774,-0.0157,0.4579,1225
16.50,64.50,-0.2196,0.0053,0.4471,-0.0259,0.4425,99
19.50,64.50,-0.4388,-0.1787,1.0062,0.0380,0.6061,42
22.50,64.50,-0.3248,-0.1122,1.2649,0.0145,0.6800,88
25.50,64.50,-0.2686,-0.0861,1.1556,-0.0317,0.5105,115
28.50,64.50,-0.3795,0.1508,1.4534,-0.0859,0.6368,88
31.50,64.50,-0.1500,0.2248,1.1292,-0.0539,0.3173,52
34.50,64.50,-0.0963,0.1478,1.3078,-0.0420,0.3942,78
37.50,64.50,0.1262,-0.0353,1.1318,-0.1940,0.5260,50
40.50,64.50,0.2908,-0.4036,1.3546,-0.3444,0.9034,58
43.50,64.50,0.2504,-0.1810,1.3547,-0.3298,0.9421,141
46.50,64.50,-0.0791,-0.0738,1.3587,-0.0735,0.6830,57
49.50,64.50,-0.2196,0.1212,1.5424,0.0144,0.6039,35
52.50,64.50,-0.1489,0.1126,1.5243,0.0986,0.5593,92
55.50,64.50,0.0793,-0.3835,2.6780,0.4647,0.9143,69
58.50,64.50,-0.2167,-0.7077,1.7181,0.4124,0.8396,56
61.50,64.50,-0.5351,-0.7643,1.7886,0.4951,0.5793,73
64.50,64.50,-0.5596,-0.3699,1.5772,0.3655,0.5363,146
67.50,64.50,-0.8413,0.0305,1.8833,0.3766,0.4230,73
70.50,64.50,-0.7733,0.6090,1.4721,0.0601,0.5025,43
73.50,64.50,-0.4143,0.2270,0.8143,0.0343,0.2423,105
76.50,64.50,-0.3718,0.2399,0.8305,0.0256,0.2437,1081
79.50,64.50,-0.3781,0.3176,0.7984,0.0228,0.1762,17
82.50,64.50,-0.9836,1.5183,2.5236,0.1801,0.3678,74
85.50,64.50,0.3161,1.0330,1.9453,0.0733,0.3143,34
88.50,64.50,0.8431,0.6134,1.2514,0.0327,0.3864,57
91.50,64.50,0.2287,-0.0337,0.2181,-0.0333,0.3329,53
94.50,64.50,0.1363,-0.1515,0.1574,-0.0411,0.3881,119
97.50,64.50,0.1100,-0.1792,0.1304,-0.0396,0.3837,766
100.50,64.50,0.0392,-0.8807,0.1393,-0.0559,0.5101,0
103.50,64.50,-1.7737,-19.7720,0.0977,0.1015,0.4744,6
1.50,67.50,0.3333,-0.3195,6.7762,-2.0198,0.9911,587
4.50,67.50,0.2338,-0.2595,6.5484,-1.9269,0.9806,1122
7.50,67.50,0.0119,-0.1633,7.1483,-2.8078,1.3178,48
10.50,67.50,-0.2126,0.0017,0.2894,-0.0103,0.2962,17
13.50,67.50,-0.1513,-0.1152,0.3459,-0.0226,0.3264,464
16.50,67.50,-0.0854,-0.0662,0.4038,-0.0405,0.3094,69
19.50,67.50,-0.1132,-0.1936,1.0095,-0.0140,0.4347,50
22.50,67.50,-0.1650,-0.0489,1.2752,-0.0124,0.5747,436
25.50,67.50,-0.1820,0.0021,1.0758,-0.0361,0.4187,384
28.50,67.50,-0.4001,0.0768,1.3782,-0.0609,0.5353,572
31.50,67.50,-0.1264,0.1675,1.0139,-0.0585,0.1994,30
34.50,67.50,-0.0793,0.0276,1.1382,-0.0626,0.2308,1213
37.50,67.50,0.0109,-0.0711,1.0230,-0.0148,0.1721,15
40.50,67.50,0.0345,-0.5738,1.4132,-0.0484,0.5409,263
43.50,67.50,0.1225,-0.0199,1.4197,-0.0538,0.6412,39
46.50,67.50,0.1239,0.1691,0.9230,-0.0400,0.4792,46
49.50,67.50,0.0461,0.1499,1.0314,0.0543,0.3510,612
52.50,67.50,0.1423,0.0023,1.0681,0.1387,0.2994,25
55.50,67.50,0.6946,-0.5554,2.7036,0.5680,0.7059,26
58.50,67.50,0.1340,-0.6501,1.6908,0.4924,0.6203,30
61.50,67.50,-0.5807,-0.5824,2.0142,0.5769,0.4779,244
64.50,67.50,-0.9963,-0.3588,1.7838,0.4984,0.4073,337
67.50,67.50,-1.4300,-0.1452,2.0634,0.5136,0.3461,60
70.50,67.50,-1.4350,0.5473,1.1219,0.0806,0.3071,59
73.50,67.50,-0.3490,0.1974,0.5781,0.0110,0.1431,125
76.50,67.50,-0.1937,0.2008,0.5713,-0.0065,0.1415,41
79.50,67.50,-0.0386,0.1678,0.5873,-0.0079,0.1096,7
82.50,67.50,1.9953,0.4889,2.5834,-0.0783,0.3441,9
85.50,67.50,2.2476,0.2993,1.9122,-0.0050,0.2720,17
88.50,67.50,2.9974,0.1789,1.2131,0.0291,0.2532,12
91.50,67.50,0.3129,-0.0489,0.1228,-0.0386,0.3062,17
94.50,67.50,0.1875,-0.0964,0.0844,-0.0345,0.3222,1714
97.50,67.50,0.1082,-0.1040,0.0788,-0.0335,0.3242,8
100.50,67.50,-0.0074,-0.4713,0.0718,-0.0112,0.3521,0
103.50,67.50,-5.1377,-24.9387,0.1329,0.2356,1.0277,3
